2016.10.2 0:24:56 »õ¿ì±ø(ID=1003, Price=880) 77°³ = ÃÑ¾× 67760
2016.10.15 22:41:10 ë‚˜(ID=1234, Price=1654) 250 = SUM 413500
2016.10.15 22:41:18 ë‚˜(ID=1234, Price=1654) 250 = SUM 413500
2016.10.15 22:41:23 JITTO(ID=1818, Price=1) 1 = SUM 1
2016.10.15 22:41:54 ë‚˜(ID=1234, Price=1654) 500 = SUM 827000
2016.10.15 22:41:59 JITTO(ID=1818, Price=1) 1 = SUM 1
2016.10.15 22:42:15 »õ¿ì±ø(ID=100, Price=1) 15 = SUM 15
2016.10.15 22:43:23 ë‚˜(ID=1234, Price=1654) 250 = SUM 413500
2016.10.15 22:43:32 ë‚˜(ID=1234, Price=1654) 250 = SUM 413500
2016.10.15 22:43:34 JITTO(ID=1818, Price=1) 1 = SUM 1
2016.10.15 22:44:4 ë‚˜(ID=1234, Price=1654) 250 = SUM 413500
2016.10.15 22:44:9 ë‚˜(ID=1234, Price=1654) 250 = SUM 413500
2016.10.15 22:46:2 ë‚˜(ID=1234, Price=1654) 250 = SUM 413500
2016.10.15 22:46:7 ë‚˜(ID=1234, Price=1654) 250 = SUM 413500
2016.10.15 22:49:46 ë‚˜(ID=1234, Price=1654) 250 = SUM 413500
2016.10.15 22:49:51 ë‚˜(ID=1234, Price=1654) 250 = SUM 413500
2016.10.15 22:49:56 JITTO(ID=1818, Price=1) 1 = SUM 1
2016.10.15 22:55:1 ë‚˜(ID=1234, Price=1654) 25 = SUM 41350
2016.10.15 22:55:5 ë‚˜(ID=1234, Price=1654) 475 = SUM 785650
2016.10.15 22:55:10 JITTO(ID=1818, Price=1) 1 = SUM 1
2016.10.15 22:55:17 »õ¿ì±ø(ID=100, Price=1) 15 = SUM 15
2016.10.15 22:55:23 OGAMJA(ID=1004, Price=1320) 100 = SUM 132000
2016.10.15 22:59:9 ë‚˜(ID=1234, Price=1654) 250 = SUM 413500
2016.10.15 22:59:13 ë‚˜(ID=1234, Price=1654) 250 = SUM 413500
2016.10.15 22:59:16 JITTO(ID=1818, Price=1) 1 = SUM 1
